"Record_ID#","SALARY","ROOKIE","POS","G","PA","AB","H","1B","2B","3B","HR","TB","BB","UBB","IBB","HBP","SF","SH","ROE","RBI","LEADOFF_PA","DP","TP","WP","PB","END_GAME","SO","BK","INTERFERENCE","FC","TOB","OUT","SIT_DP","GIDP","PITCHES","BALLS","STRIKES","FB","GB","LD","POP","Batted Balls","PA_P","PA_C","PA_1B","PA_2B","PA_3B","PA_SS","PA_LF","PA_CF","PA_RF","PA_DH","PA_PH","PA_PR","G_P","G_C","G_1B","G_2B","G_3B","G_SS","G_LF","G_CF","G_RF","G_DH","G_PH","G_PR","AVG","OBP","SLG","D_ISO","TBP","BBr","UBBr","IBBR","SO/BB","ABR","HITR","B1R","B2R","B3R","HRr","HBPR","SFR","SHR","ROEr","SOr","OUTR","NSOR","RBIR","LEADOFFR","END_GAMER","DP%","FB%","GB%","LD%","POP%","SB","CS","PICKOFF","R","SB%","RUNR","D_BPF","PA%","D_MLVr","D_PMLVr","D_RPMLVr","D_VORPr","D_MLV","D_PMLV","D_RPMLV","D_VORP","D_NETDP","D_EqA","D_EqR","D_RAR","D_RAP","D_RARP","D_OUTS_EQ","PA_ROB","R1","R2","R3","R1_BI","R2_BI","R3_BI","ROB","OBI","R1BI%","R2BI%","R3BI%","OBI%"
197,1200000,0,6,79,321,290,78,59,14,2,3,105,26,26,0,1,2,2,4,37,86,12,0,2,1,2,27,0,0,2,105,210,52,9,1210,461,749,63,134,48,22,267,0,0,0,85,19,216,0,0,0,0,1,0,0,0,0,23,5,52,0,0,0,0,1,2,0.27,0.33,0.36,0.09,0.33,0.08,0.08,0,1.04,0.9,0.24,0.18,0.04,0.01,0.01,0,0.01,0.01,0.01,0.08,0.65,0.57,0.12,0.27,0.01,17.3,23.6,50.2,18,8.2,11,2,0,44,84.6,0.14,100.9,5.2,-0.08,-0.06,0.06,0.09,-6.3,-4.6,4.46,6.6,3.36,0.25,35.1,7.4,-0.6,9.3,218,127,88,59,35,3,13,18,182,34,3.4,22,51.4,18.7
199,6383333,0,2,109,409,379,86,60,19,0,7,126,19,18,1,8,2,1,5,39,90,14,0,3,0,5,33,1,0,2,113,289,70,12,1477,538,939,86,159,66,38,349,0,369,0,0,0,0,0,0,0,39,1,0,0,100,0,0,0,0,0,0,0,11,1,0,0.23,0.28,0.33,0.11,0.31,0.05,0.04,0,1.74,0.93,0.21,0.15,0.05,0,0.02,0.02,0,0,0.01,0.08,0.71,0.63,0.1,0.22,0.01,17.1,24.6,45.6,18.9,10.9,2,0,1,29,100,0.07,97.93,6.6,-0.23,-0.18,-0.09,-0.08,-21.8,-17.3,-8.68,-8.1,4.41,0.22,34.1,-3.5,-12.9,0.6,296,165,121,73,46,7,8,17,240,32,5.8,11,37,13.3
204,425000,0,2,109,373,320,70,52,14,0,4,96,44,38,6,4,1,4,3,31,86,16,0,4,1,2,38,0,0,2,118,250,65,14,1435,593,842,66,161,47,14,288,0,363,0,0,1,0,0,0,0,0,9,0,0,110,0,0,1,0,0,0,0,0,9,4,0.22,0.32,0.3,0.08,0.26,0.12,0.1,0.02,0.86,0.86,0.19,0.14,0.04,0,0.01,0.01,0,0.01,0.01,0.1,0.67,0.57,0.08,0.23,0.01,21.5,22.9,55.9,16.3,4.9,1,2,0,47,33.3,0.13,99.99,5.9,-0.21,-0.15,-0.07,-0.08,-17.9,-13,-5.74,-6.6,6.95,0.22,30.4,-2.2,-9.7,2,257,159,110,81,35,2,8,17,226,27,1.8,9.9,48.6,11.9
205,401000,1,2,140,563,494,141,81,35,2,23,249,62,56,6,2,5,0,4,86,122,11,0,4,0,4,121,0,0,1,205,353,131,11,2241,914,1327,135,144,79,20,378,0,545,0,0,0,0,0,0,0,12,6,0,0,136,0,0,0,0,0,0,0,3,6,0,0.29,0.36,0.5,0.22,0.44,0.11,0.1,0.01,1.95,0.88,0.25,0.14,0.06,0,0.04,0,0.01,0,0.01,0.21,0.63,0.41,0.15,0.22,0.01,8.4,35.7,38.1,20.9,5.3,0,1,0,66,0,0.12,101.74,8.8,0.18,0.23,0.31,0.31,22.4,29.2,40.19,39.6,-3.2,0.29,81.9,36.4,26.3,42.7,359,284,205,143,68,14,24,25,416,63,6.8,16.8,36.8,15.1
208,428000,0,6,149,661,580,178,154,19,4,1,208,73,72,1,3,1,4,4,38,147,22,0,3,1,6,58,0,0,2,254,401,118,19,2493,964,1529,95,305,114,13,527,0,0,0,0,0,655,0,0,0,0,6,0,0,0,0,0,0,149,0,0,0,0,6,0,0.31,0.39,0.36,0.05,0.31,0.11,0.11,0,0.79,0.88,0.27,0.23,0.03,0.01,0,0,0,0.01,0.01,0.09,0.61,0.52,0.06,0.22,0.01,16.1,18,57.9,21.6,2.5,22,13,2,85,62.9,0.13,101.53,10.4,0.04,0.08,0.19,0.18,5.3,11.2,28.74,27.5,6.21,0.27,77.8,24.5,11.5,30.6,420,262,183,112,61,6,14,17,356,37,3.3,12.5,27.9,10.4
214,461200,0,8,121,453,414,103,82,12,1,8,141,29,24,5,3,3,4,5,37,98,17,0,2,0,7,58,0,0,2,135,311,90,11,1659,598,1061,82,171,70,40,363,0,0,0,0,0,0,4,435,10,0,4,0,0,0,0,0,0,0,8,117,5,0,4,4,0.25,0.3,0.34,0.09,0.31,0.06,0.05,0.01,2,0.91,0.23,0.18,0.03,0,0.02,0.01,0.01,0.01,0.01,0.13,0.69,0.56,0.08,0.22,0.02,12.2,22.6,47.1,19.3,11,9,2,2,42,81.8,0.09,101.1,7.2,-0.18,-0.19,-0.07,-0.05,-18.7,-19.7,-6.92,-5.4,1.24,0.23,41.1,0.5,-16.1,-1.6,320,218,161,93,52,1,11,17,306,29,0.6,11.8,32.7,9.5
260,2400000,0,5,115,278,251,61,45,11,0,5,87,17,17,0,5,5,0,3,31,61,6,0,3,1,7,65,0,0,1,83,191,62,6,1107,392,715,57,81,43,10,191,0,0,90,0,143,0,0,0,0,0,45,0,0,0,42,0,60,0,1,0,0,0,45,7,0.24,0.3,0.35,0.1,0.31,0.06,0.06,0,3.82,0.9,0.22,0.16,0.04,0,0.02,0.02,0.02,0,0.01,0.23,0.69,0.45,0.11,0.22,0.03,9.7,29.8,42.4,22.5,5.2,0,0,0,28,0,0.1,99.63,4.5,-0.17,-0.2,-0.08,-0.09,-10.9,-12.8,-5.51,-5.5,-0.72,0.23,25.4,0.7,-12.4,-3.5,195,133,97,63,38,3,8,15,198,26,3.1,12.7,39.5,13.1
265,900000,0,7,78,103,91,20,14,5,1,0,27,8,8,0,0,0,4,1,9,40,3,0,0,0,3,14,0,0,1,28,73,15,2,393,134,259,13,49,13,6,81,0,0,0,0,0,0,25,5,36,0,37,0,0,0,0,0,0,0,38,1,11,0,37,22,0.22,0.28,0.3,0.08,0.26,0.08,0.08,0,1.75,0.88,0.19,0.14,0.05,0.01,0,0,0,0.04,0.01,0.14,0.71,0.57,0.09,0.39,0.03,13.3,16,60.5,16,7.4,3,0,0,18,100,0.17,100.32,1.6,-0.28,-0.28,-0.2,-0.17,-6.7,-6.6,-4.84,-3.9,0.37,0.22,8.2,-1.3,-6.5,-3.1,75,34,26,14,6,2,3,4,46,9,7.7,21.4,66.7,19.6
267,2800000,0,5,105,302,248,56,40,14,1,1,75,46,45,1,5,2,1,2,14,72,8,0,5,1,3,42,1,0,0,107,193,51,5,1283,531,752,44,101,41,23,209,0,0,0,53,121,90,0,0,0,0,38,0,0,0,0,19,38,24,0,0,0,0,38,0,0.23,0.36,0.3,0.08,0.25,0.15,0.15,0,0.91,0.82,0.19,0.13,0.05,0,0,0.02,0.01,0,0.01,0.14,0.64,0.5,0.05,0.24,0.01,9.8,21.1,48.3,19.6,11,3,1,0,31,75,0.1,99.14,4.8,-0.13,-0.12,-0.01,-0.01,-9,-8.1,-0.77,-0.5,-0.53,0.25,30.8,5.9,-4.7,4.2,196,128,87,60,26,1,5,7,173,13,1.1,8.3,26.9,7.5
268,3750000,0,7,111,375,336,80,48,19,2,11,136,24,23,1,11,4,0,1,47,86,12,0,5,0,2,76,0,0,0,115,259,73,12,1488,564,924,97,110,41,16,264,0,0,0,0,0,0,174,0,0,184,17,0,0,0,0,0,0,0,56,0,0,46,17,2,0.24,0.31,0.41,0.17,0.36,0.06,0.06,0,3.17,0.9,0.21,0.13,0.05,0.01,0.03,0.03,0.01,0,0,0.2,0.69,0.49,0.13,0.23,0.01,16.4,36.7,41.7,15.5,6.1,3,2,0,41,60,0.11,100.17,6,-0.08,-0.11,0,0,-7,-9.9,0.37,0.1,4.09,0.25,42,8.8,-9.7,2.2,262,171,112,88,44,6,15,15,244,36,5.4,17,34.1,14.8
270,3000000,0,9,95,309,264,58,40,12,2,4,86,35,31,4,1,5,4,0,28,62,5,0,2,0,0,68,0,0,0,94,215,57,4,1316,525,791,57,99,30,19,205,0,0,9,0,0,0,60,10,219,2,9,0,0,0,4,0,0,0,29,5,64,1,9,6,0.22,0.31,0.33,0.11,0.28,0.11,0.1,0.01,1.94,0.85,0.19,0.13,0.04,0.01,0.01,0,0.02,0.01,0,0.22,0.7,0.48,0.09,0.2,0,7,27.8,48.3,14.6,9.3,3,5,1,21,37.5,0.07,99.19,5,-0.19,-0.26,-0.13,-0.16,-13.8,-18.7,-9.71,-11.8,-2.18,0.23,28.1,0.2,-14,-3.9,220,153,104,86,38,1,10,13,228,24,1,11.6,34.2,10.5
271,3800000,0,3,144,610,531,124,79,25,0,20,209,71,68,3,2,6,0,4,72,118,11,0,4,0,9,93,0,0,3,197,406,121,8,2490,984,1506,170,132,85,57,444,0,0,549,0,0,0,0,0,0,59,2,0,0,0,130,0,0,0,0,0,0,14,2,0,0.23,0.32,0.39,0.16,0.34,0.12,0.11,0,1.31,0.87,0.2,0.13,0.04,0,0.03,0,0.01,0,0.01,0.15,0.67,0.51,0.12,0.19,0.01,6.6,38.3,29.7,19.1,12.8,0,1,0,73,0,0.12,101.36,9.8,-0.08,-0.17,-0.01,-0.02,-11.1,-24.7,-1.95,-2.6,-5.12,0.26,67.7,15.2,-16.7,2.2,414,296,207,130,75,5,19,28,412,52,2.4,14.6,37.3,12.6
273,7000000,0,8,110,436,402,111,76,25,4,6,162,32,29,3,0,1,1,3,49,96,15,0,2,2,4,45,0,0,1,143,289,94,14,1544,559,985,110,153,70,26,359,0,0,17,0,0,0,0,339,74,0,6,0,0,0,6,0,0,0,0,84,19,0,6,0,0.28,0.33,0.4,0.13,0.37,0.07,0.07,0.01,1.41,0.92,0.25,0.17,0.06,0.01,0.01,0,0,0,0.01,0.1,0.66,0.56,0.11,0.22,0.01,14.9,30.6,42.6,19.5,7.2,2,4,0,45,33.3,0.1,99.45,6.8,-0.01,-0.04,0.09,0.07,-1.2,-3.5,8.71,6.9,3.81,0.26,49.9,12.3,-4.1,9.4,297,219,153,90,60,6,14,23,303,43,3.9,15.6,38.3,14.2
277,1000000,0,3,100,255,232,56,36,13,1,6,89,18,17,1,2,2,1,2,28,57,9,0,2,0,4,52,0,0,0,76,177,50,8,910,325,585,47,76,39,21,183,0,0,157,1,56,0,0,0,0,0,41,0,0,0,54,1,16,0,0,0,0,0,41,2,0.24,0.3,0.38,0.14,0.35,0.07,0.07,0,2.89,0.91,0.22,0.14,0.05,0,0.02,0.01,0.01,0,0.01,0.2,0.69,0.49,0.11,0.22,0.02,16,25.7,41.5,21.3,11.5,0,1,0,23,0,0.09,100.32,4.1,-0.12,-0.17,-0.05,-0.06,-7.2,-10.3,-2.85,-3.4,2.58,0.24,25,2.2,-11,-2.8,180,122,90,55,33,4,10,8,178,22,4.4,18.2,24.2,12.4
279,800000,0,8,94,245,229,69,42,17,2,8,114,13,13,0,1,1,1,4,38,33,3,0,3,1,9,39,1,0,0,83,158,53,3,982,338,644,49,91,34,18,192,0,0,0,0,0,0,58,122,32,0,33,0,0,0,0,0,0,0,17,36,14,0,33,0,0.3,0.34,0.5,0.2,0.47,0.05,0.05,0,3,0.93,0.28,0.17,0.07,0.01,0.03,0,0,0,0.02,0.16,0.64,0.49,0.16,0.13,0.04,5.7,25.5,47.4,17.7,9.4,3,1,4,36,75,0.15,99.09,3.9,0.17,0.15,0.26,0.26,9.4,8.8,14.76,15.1,-2.75,0.29,36.7,16,5.8,13.2,163,125,83,62,29,6,14,10,174,30,7.2,22.6,34.5,17.2
280,1875000,0,2,92,297,268,58,38,17,0,3,84,12,12,0,6,3,8,1,18,82,11,0,1,0,2,52,0,0,0,76,220,56,9,1052,330,722,61,111,44,11,227,0,293,0,0,0,0,0,0,0,0,4,0,0,97,1,0,0,0,0,0,0,0,4,0,0.22,0.26,0.31,0.1,0.28,0.04,0.04,0,4.33,0.9,0.2,0.13,0.06,0,0.01,0.02,0.01,0.03,0,0.18,0.74,0.57,0.06,0.28,0.01,16.1,26.9,48.9,19.4,4.8,0,0,0,32,0,0.11,101.17,4.7,-0.3,-0.25,-0.16,-0.16,-20.8,-17,-11.13,-11.1,2.93,0.21,21.5,-6.6,-12.7,-2.7,221,123,91,61,28,1,7,7,180,15,1.1,11.5,25,8.3
281,6250000,0,4,107,455,407,124,84,29,3,8,183,40,38,2,2,3,3,3,41,72,19,0,5,1,4,62,0,0,0,166,286,97,18,1717,709,1008,86,176,75,14,351,0,0,0,450,0,0,0,0,0,4,1,0,0,0,0,105,0,0,0,0,0,1,1,0,0.31,0.37,0.45,0.15,0.4,0.09,0.08,0,1.55,0.89,0.27,0.18,0.06,0.01,0.02,0,0.01,0.01,0.01,0.14,0.63,0.49,0.09,0.16,0.01,18.6,24.5,50.1,21.4,4,4,1,3,54,80,0.12,102.02,7.4,0.12,0.11,0.23,0.24,13.1,12.2,25.28,25.9,7.48,0.28,60.1,23.3,10,23.1,290,198,138,89,39,6,12,15,266,33,4.3,13.5,38.5,12.4
282,1700000,0,9,129,482,418,114,71,16,3,24,208,57,56,1,4,3,0,5,67,108,5,0,2,2,7,119,1,0,2,175,300,73,2,2174,848,1326,104,119,57,22,302,0,0,0,0,0,0,24,122,318,0,18,0,0,0,0,0,0,0,28,31,88,0,18,2,0.27,0.36,0.5,0.23,0.43,0.12,0.12,0,2.09,0.87,0.24,0.15,0.03,0.01,0.05,0.01,0.01,0,0.01,0.25,0.62,0.38,0.14,0.22,0.01,2.7,34.4,39.4,18.9,7.3,20,1,0,73,95.2,0.15,99.89,7.7,0.17,0.11,0.23,0.28,18.7,12.7,26.2,31.6,-5.91,0.3,76.6,37.5,18.6,32.6,308,207,140,96,63,8,16,19,299,43,5.7,16.7,30.2,14.4
284,2237500,0,2,57,198,178,36,26,9,0,1,48,18,16,2,1,0,1,1,16,39,6,0,0,0,8,25,0,0,0,55,142,42,5,683,251,432,37,73,31,13,154,0,189,0,0,0,0,0,0,0,0,9,0,0,49,0,0,0,0,0,0,0,0,9,0,0.2,0.28,0.27,0.07,0.24,0.09,0.08,0.01,1.39,0.9,0.18,0.13,0.05,0,0.01,0.01,0,0.01,0.01,0.13,0.72,0.59,0.08,0.2,0.04,11.9,24,47.4,20.1,8.4,0,0,0,11,0,0.06,95.15,3.2,-0.31,-0.25,-0.17,-0.17,-14.1,-11.5,-7.68,-7.7,0.45,0.2,12,-6.2,-11,-4.5,143,95,69,38,24,3,8,4,131,15,4.3,21.1,16.7,11.5
285,3850000,0,3,26,89,82,13,10,0,0,3,22,5,4,1,2,0,0,1,8,20,2,0,1,0,1,20,0,0,1,20,67,15,2,317,108,209,13,32,8,9,62,0,0,88,0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,1,0,0.16,0.23,0.27,0.11,0.25,0.06,0.04,0.01,4,0.92,0.15,0.11,0,0,0.03,0.02,0,0,0.01,0.22,0.75,0.53,0.09,0.22,0.01,13.3,21,51.6,12.9,14.5,0,0,0,8,0,0.09,101.38,1.4,-0.46,-0.56,-0.4,-0.4,-9.2,-11.3,-8.01,-8,0.37,0.17,3.9,-4.8,-10.1,-7,69,40,28,19,11,2,1,2,58,5,7.1,5.3,18.2,8.6
286,4450000,0,2,73,294,266,74,55,17,0,2,97,24,20,4,1,3,0,3,35,74,14,0,4,1,9,32,0,0,0,99,192,59,12,1125,428,697,62,111,42,22,237,0,226,42,0,0,0,0,0,0,21,5,0,0,55,10,0,0,0,0,0,0,5,5,0,0.28,0.34,0.37,0.09,0.33,0.08,0.07,0.01,1.33,0.9,0.25,0.19,0.06,0,0.01,0,0.01,0,0.01,0.11,0.65,0.54,0.12,0.25,0.03,20.3,26.2,46.8,17.7,9.3,0,0,0,30,0,0.1,100.55,4.7,-0.06,-0.03,0.07,0.07,-3.9,-2,4.59,4.6,5.6,0.25,31.5,6.8,-0.8,8.1,195,146,104,67,35,6,15,12,206,33,5.8,22.4,34.3,16
287,1900000,0,6,74,207,186,39,30,8,0,1,50,10,10,0,2,2,7,2,18,53,4,0,1,0,1,25,0,0,1,51,153,30,3,702,229,473,52,77,23,18,170,0,0,0,1,9,194,0,0,0,2,1,0,0,0,0,1,4,67,0,0,0,2,1,12,0.21,0.26,0.27,0.06,0.24,0.05,0.05,0,2.5,0.9,0.19,0.14,0.04,0,0,0.01,0.01,0.03,0.01,0.12,0.74,0.62,0.09,0.26,0,10,30.6,45.3,13.5,10.6,3,1,1,21,75,0.1,100.07,3.3,-0.37,-0.34,-0.22,-0.22,-18.3,-16.5,-10.79,-10.5,-0.25,0.19,12.8,-7.1,-13.2,-6,157,91,60,50,23,3,5,9,133,17,5,10,39.1,12.8
289,2750000,0,10,80,284,246,66,42,13,0,11,112,28,26,2,5,5,0,4,39,73,4,0,2,0,3,58,0,0,1,99,180,52,4,1024,394,630,43,96,48,6,193,0,0,0,0,0,0,0,0,0,280,4,0,0,0,0,0,0,0,0,0,0,76,4,0,0.27,0.35,0.46,0.19,0.39,0.1,0.09,0.01,2.07,0.87,0.23,0.15,0.05,0,0.04,0.02,0.02,0,0.01,0.2,0.63,0.43,0.14,0.26,0.01,7.7,22.3,49.7,24.9,3.1,1,0,0,32,100,0.11,99.31,4.5,0.09,0.07,0.19,0.19,5.7,4.3,12.2,12.5,-1.64,0.29,40,16.6,2.3,10.7,185,124,96,58,36,4,7,17,190,28,4.2,12.1,47.2,14.7
293,5916666,0,9,71,279,249,62,42,13,4,3,92,25,21,4,5,0,0,6,36,55,7,0,5,1,4,40,1,0,2,92,179,57,7,1057,405,652,54,96,41,18,209,0,0,10,0,0,0,0,4,240,22,3,0,0,0,2,0,0,0,0,1,58,8,3,0,0.25,0.33,0.37,0.12,0.33,0.09,0.08,0.01,1.6,0.89,0.22,0.15,0.05,0.01,0.01,0.02,0,0,0.02,0.14,0.64,0.5,0.13,0.2,0.01,12.3,25.8,45.9,19.6,8.6,5,1,1,30,83.3,0.11,99.55,4.4,-0.08,-0.15,-0.02,-0.01,-4.9,-9.7,-1.5,-0.6,0.82,0.25,30.6,6.8,-5.7,2.9,188,148,99,75,38,4,15,14,212,33,4,20,36.8,15.6
294,800000,0,7,133,424,367,92,61,14,4,13,153,50,48,2,3,1,3,6,43,123,9,0,4,0,6,66,0,0,0,145,273,69,8,1678,669,1009,82,135,53,35,305,0,0,0,41,20,6,262,73,0,0,22,0,0,0,0,14,14,3,86,17,0,0,22,9,0.25,0.34,0.42,0.17,0.36,0.12,0.11,0,1.32,0.87,0.22,0.14,0.03,0.01,0.03,0.01,0,0.01,0.01,0.16,0.64,0.49,0.1,0.29,0.01,11.6,26.9,44.3,17.4,11.5,13,3,2,58,81.3,0.14,100.9,6.8,0,-0.03,0.09,0.11,0.4,-2.7,8.85,11,0.52,0.27,54.2,18.4,1.6,14.4,282,174,114,86,34,8,10,12,234,30,7,11.6,35.3,12.8
295,2050000,0,2,83,317,306,78,44,22,0,12,136,7,5,2,3,1,0,2,41,74,7,0,4,2,5,82,0,0,2,88,225,59,6,1088,320,768,68,88,38,32,226,0,225,0,0,0,0,0,0,0,86,6,0,0,58,0,0,0,0,0,0,0,21,6,0,0.26,0.28,0.44,0.19,0.43,0.02,0.02,0.01,11.71,0.97,0.25,0.14,0.07,0,0.04,0.01,0,0,0.01,0.26,0.71,0.45,0.13,0.23,0.02,10.2,30.1,38.9,16.8,14.2,7,0,1,29,100,0.09,101.41,5.2,-0.07,-0.04,0.06,0.09,-5.3,-2.7,4.37,6.5,-0.4,0.25,35.6,6.6,-3.1,7.4,229,152,109,68,33,8,12,9,210,29,7.3,17.6,27.3,13.8
296,12500000,0,3,157,685,574,177,103,41,0,33,317,97,84,13,7,7,0,7,121,148,19,0,2,0,4,93,0,0,1,281,396,158,17,2694,1184,1510,148,207,96,37,488,0,0,667,0,0,0,0,0,0,18,0,0,0,0,153,0,0,0,0,0,0,4,0,0,0.31,0.41,0.55,0.24,0.46,0.14,0.12,0.02,0.96,0.84,0.26,0.15,0.06,0,0.05,0.01,0.01,0,0.01,0.14,0.58,0.44,0.18,0.22,0.01,10.8,30.3,42.4,19.7,7.6,2,0,1,102,100,0.15,99.51,10.9,0.35,0.25,0.41,0.41,55.4,39.1,65.11,65.7,-0.13,0.33,125.4,74.1,43.1,61.4,404,360,264,158,81,21,29,38,503,88,8,18.4,46.9,17.5
297,435000,0,2,37,100,92,24,20,3,0,1,30,5,5,0,1,1,1,1,8,33,3,0,2,0,0,7,0,0,0,30,69,18,3,399,145,254,11,45,14,17,87,0,95,1,0,0,0,0,0,0,0,4,0,1,43,1,0,1,0,0,0,0,0,4,0,0.26,0.3,0.33,0.07,0.3,0.05,0.05,0,1.4,0.92,0.24,0.2,0.03,0,0.01,0.01,0.01,0.01,0.01,0.07,0.69,0.62,0.08,0.33,0,16.7,12.6,51.7,16.1,19.5,0,1,0,10,0,0.1,99.11,1.6,-0.17,-0.12,-0.03,-0.06,-4.1,-2.8,-0.82,-1.4,1.05,0.23,8.8,-0.2,-2.1,1.1,71,37,29,19,9,1,3,3,57,7,3.4,15.8,33.3,12.3
299,955000,0,11,85,199,165,32,24,5,1,2,45,27,19,8,2,3,2,2,12,45,2,0,1,0,1,33,0,0,1,61,135,27,2,813,318,495,44,56,22,15,137,0,0,31,45,9,6,53,0,26,0,29,0,0,0,9,18,4,2,18,0,9,0,29,7,0.19,0.31,0.27,0.08,0.23,0.14,0.1,0.04,1.22,0.83,0.16,0.12,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.17,0.68,0.51,0.06,0.23,0.01,7.4,32.1,40.9,16.1,10.9,5,0,2,20,100,0.1,102.44,3.2,-0.28,-0.31,-0.2,-0.17,-13.4,-14.6,-9.45,-8,-0.93,0.22,15,-2.5,-11.3,-5.1,138,85,56,41,26,1,0,9,123,10,1.8,0,34.6,8.1
303,431100,0,6,130,490,434,115,76,29,3,7,171,39,39,0,4,6,7,8,49,97,17,0,5,2,3,98,1,0,0,158,324,94,13,1896,704,1192,94,188,53,15,350,0,0,1,154,114,204,0,0,0,7,10,0,0,0,2,39,34,55,0,0,0,2,10,0,0.27,0.33,0.39,0.13,0.35,0.08,0.08,0,2.51,0.89,0.23,0.16,0.06,0.01,0.01,0.01,0.01,0.01,0.02,0.2,0.66,0.46,0.1,0.2,0.01,13.8,26.9,53.7,15.1,4.3,1,1,1,57,50,0.12,99.44,7.7,-0.04,-0.03,0.09,0.09,-4.1,-3.2,10.2,9.9,2.81,0.26,57.6,15.4,1.2,16.4,333,223,148,100,63,5,13,24,311,42,3.4,13,38.1,13.5
305,875000,0,3,161,700,616,172,103,32,1,36,314,74,56,18,7,3,0,2,119,151,28,0,2,1,8,142,0,0,1,253,444,147,24,2722,1086,1636,151,211,98,17,477,0,0,698,0,0,0,0,0,0,0,2,0,0,0,161,0,0,0,0,0,0,0,2,0,0.28,0.36,0.51,0.23,0.45,0.11,0.08,0.03,1.92,0.88,0.25,0.15,0.05,0,0.05,0.01,0,0,0,0.2,0.63,0.43,0.17,0.22,0.01,16.3,31.7,44.2,20.5,3.6,0,0,0,103,0,0.15,95.44,11.2,0.22,0.12,0.28,0.28,36.2,19.2,46.09,46.1,8.06,0.31,121.2,64.5,30.1,50.5,447,354,253,148,77,21,34,28,478,83,8.3,23,36.4,17.4
308,4387500,0,5,155,664,611,175,119,32,3,21,276,40,40,0,3,10,0,7,99,127,23,0,10,0,15,100,0,0,1,218,438,157,20,2429,924,1505,173,189,116,43,521,0,0,263,3,396,0,0,0,0,0,2,0,0,0,61,1,94,0,0,0,0,0,2,0,0.29,0.33,0.45,0.17,0.42,0.06,0.06,0,2.5,0.92,0.26,0.18,0.05,0,0.03,0,0.02,0,0.01,0.15,0.66,0.51,0.15,0.19,0.02,12.7,33.2,36.3,22.3,8.3,1,1,0,86,50,0.13,102.92,10.5,0.04,-0.02,0.12,0.12,6.1,-3.3,18.06,17.8,2.98,0.27,80.8,24.1,-4.4,15.9,447,365,259,166,90,17,29,32,515,78,6.6,17.5,35.6,15.1
309,425000,0,2,78,274,227,62,32,9,1,20,133,35,30,5,5,6,1,6,49,65,4,0,2,1,4,70,2,0,2,102,164,51,3,1134,471,663,75,52,21,16,164,0,269,0,0,0,0,0,0,0,0,5,0,0,75,0,0,0,0,0,0,0,0,5,0,0.27,0.37,0.59,0.31,0.49,0.13,0.11,0.02,2,0.83,0.23,0.12,0.03,0,0.07,0.02,0.02,0,0.02,0.26,0.6,0.34,0.18,0.24,0.01,5.9,45.7,31.7,12.8,9.8,7,3,2,39,70,0.14,100.73,4.5,0.29,0.35,0.43,0.44,19,22.7,28.15,28.4,-2.53,0.31,48.2,26,21,29,175,125,76,57,42,5,9,15,175,29,6.6,15.8,35.7,16.6
310,439000,0,6,153,693,589,177,106,34,4,33,318,92,83,9,8,4,0,8,67,279,5,0,6,2,7,122,0,0,1,277,407,87,5,2865,1214,1651,129,218,88,36,471,0,0,0,0,0,688,0,0,0,4,1,0,0,0,0,0,0,150,0,0,0,1,1,1,0.3,0.4,0.54,0.24,0.46,0.13,0.12,0.01,1.33,0.85,0.26,0.15,0.05,0.01,0.05,0.01,0.01,0,0.01,0.18,0.59,0.41,0.1,0.4,0.01,5.7,27.4,46.3,18.7,7.6,35,12,3,125,74.5,0.18,99.54,11.2,0.31,0.35,0.47,0.49,50,56.2,75.27,78.6,-4.43,0.32,124.7,70.4,56.8,76.3,428,228,148,122,48,7,13,14,318,34,4.7,10.7,29.2,10.7
312,6250000,0,2,146,633,536,176,132,31,4,9,242,84,76,8,1,11,1,6,85,108,23,0,7,1,5,50,3,0,2,261,364,137,21,2575,1095,1480,135,251,96,16,498,0,608,0,0,0,0,0,0,0,19,6,0,0,139,0,0,0,0,0,0,0,5,6,0,0.33,0.41,0.45,0.12,0.38,0.13,0.12,0.01,0.6,0.85,0.28,0.21,0.05,0.01,0.01,0,0.02,0,0.01,0.08,0.58,0.5,0.13,0.17,0.01,15.3,27.1,50.4,19.3,3.2,1,1,3,98,50,0.15,99.33,10,0.24,0.29,0.38,0.38,35,42.8,55.4,55.1,6.15,0.31,101.4,54.1,43.4,60.4,373,312,184,138,85,6,32,38,407,76,3.3,23.2,44.7,18.7
316,600000,0,6,103,238,212,46,34,9,1,2,63,21,18,3,3,0,2,3,15,58,7,0,2,1,4,35,0,0,0,70,165,52,7,886,316,570,35,87,32,26,180,0,0,8,11,54,128,8,0,4,0,25,0,0,0,2,5,27,35,29,0,7,0,25,18,0.22,0.3,0.3,0.08,0.26,0.09,0.08,0.01,1.67,0.89,0.19,0.14,0.04,0,0.01,0.01,0,0.01,0.01,0.15,0.69,0.55,0.06,0.24,0.02,13.5,19.4,48.3,17.8,14.4,9,2,3,37,81.8,0.16,100.28,3.8,-0.26,-0.24,-0.13,-0.1,-14.1,-13.1,-7.13,-5.6,1.36,0.22,19.1,-2.4,-11.6,-3.8,170,112,79,45,21,4,6,3,145,13,5.1,13.3,14.3,9
